"","iso3c","year","business","rights","marriage","religion","human","literature","cancer","health","tourism","rape","arts","sports","combat","fashion","politics","n"
"19","AFG",2009,0.0120371828047412,0.267621109380088,0.0781551287400632,0.0513954730753963,0.0676687061520638,0.00164833968681094,0.0114663229867662,0.0871124862609541,0.00440198727418012,0.14636678545498,0.000993132437131472,0.00445938526865597,0.120608363900218,0.00281476597135983,0.143250830606591,14
"20","AFG",2010,0.0155245295218029,0.110937811546095,0.164243714754746,0.0333657483936441,0.184419410348075,0.0113426533327063,0.0130496689347039,0.030517913912375,0.0712879076406713,0.0422017356091423,0.0107545892370867,0.049282416380595,0.167867578109242,0.0240303665010271,0.0711739557780885,15
"21","AFG",2011,0.0585049550117458,0.155398519495144,0.0764776665845111,0.00805459810033757,0.184584071630519,0.0101766964746954,0.00960913322677684,0.141145254215238,0.0177108745475702,0.101525313130625,0.0308511686354918,0.0115078070163189,0.129893566662238,0.0266619262018771,0.0378984490669101,16
"22","AFG",2012,0.045533873070031,0.125501553103175,0.124663520573522,0.0184992658117344,0.0990754865162651,0.0244430590461176,0.0108781804469019,0.0594932104613431,0.0304966460425122,0.209856865316575,0.012070571832007,0.010280551977129,0.174121318071604,0.014156465914567,0.0409294318165158,24
"23","AFG",2013,0.0455601899786382,0.222772143313915,0.0220997045820496,0.0197993691050794,0.0975042164772973,0.00317097095094627,0.0119631299391052,0.0609473076820298,0.0216042198156352,0.150393335976302,0.00847949123393993,0.0186011640308615,0.180519536742358,0.00901811978248562,0.127567100389356,17
"24","AFG",2014,0.0319977399369075,0.136254591507002,0.168584720526178,0.0676911016152443,0.128019008325217,0.0144813388321445,0.00305627787471737,0.0312856580377469,0.00315816670294299,0.126091136697941,0.0157411750565132,0.00379420453788022,0.0948282904284925,0.0111385485352131,0.163878041385859,13
"25","AGO",2009,0.0131961828487952,0.0248008465321853,0.0402692822713434,0.45034993563441,0.0681560590790171,0.00356670132790777,0.00282064146636399,0.0593607272596298,0.025704837304254,0.0131870586662183,0.00419409035326843,0.0446364890855154,0.0982962672216702,0.02642076376687,0.125040117182551,1
"26","ARE",2004,0.16765503593201,0.0555594159056015,0.0575794982147767,0.223916847217963,0.124554601066617,0.0538371373992479,0.00177810354034484,0.0525486587157999,0.112661039067634,0.0149535922344831,0.0104974858219921,0.000972319364400075,0.0144398062713729,0.0142355442803054,0.0948109149674514,2
"27","ARE",2005,0.0301723126079188,0.0841683538289918,0.00670675733685994,0.0073408179617971,0.0198076679042807,0.00137597295053334,0.00156338787741693,0.0108233544025036,0.579877870209763,0.00682431454685849,0.00428385929028706,0.00123048167354436,0.0107838731581038,0.224418013464169,0.0106229627869725,1
"28","ARE",2006,0.26402472199977,0.130886318528398,0.0438254629470818,0.00673479498069774,0.317136182586253,0.0026007829397435,0.000755695730755604,0.0201240699848213,0.0388725821805116,0.00214525373933309,0.00184371966589035,0.0111942813049673,0.00751053265665853,0.00483998434358077,0.147505616411537,1
"29","ARE",2008,0.0426826528078583,0.101584519103042,0.093586886059769,0.0625958455334333,0.220190363757074,0.00334340575989293,0.00117452812993673,0.0134049623149701,0.210100733208147,0.143123612521331,0.00223181233279553,0.000882421848333744,0.0266243691249113,0.043666965878006,0.0348069216204996,2
"30","ARE",2012,0.591473655252123,0.237921524442356,0.00307075513708407,0.015208591055022,0.0830228748643365,0.00168443771300234,0.000131233835949659,0.0106892419469436,0.00177393057050227,0.00204385774175336,0.000671848972676396,0.00112346472095144,0.0021592862415296,0.00217065863845822,0.0468546388673121,1
"31","ARE",2013,0.0452872505392701,0.0153133047994874,0.0613817592709563,0.000861587501392838,0.233937990347634,0.00740633886089168,0.00266384671738581,0.00225505279764412,0.0148067698411055,0.00111665234839254,0.0100687473718764,0.574236734766459,0.00410019897018774,0.0250832982384028,0.00148046762891342,1
"32","ARG",1981,0.0925971306780291,0.0119046363408134,0.0166292022436411,0.00825789962498288,0.0281300264700553,0.0980446571883218,0.0027216126968725,0.0204090805623479,0.0079093718002024,0.019029670623343,0.273764060645876,0.00986720098685059,0.187271966239042,0.00414470628837238,0.21931877761125,1
"33","ARG",1983,0.0112764552216204,0.0111233394236019,0.019459810691668,0.059181488098385,0.149579706220309,0.0202525881089004,0.00153132271079516,0.00498996526043131,0.177649004481132,0.00427556737362154,0.0426884082915745,0.0254553195014812,0.136232454681195,0.15270706164093,0.183597508294355,1
"34","ARG",1985,0.0111522431190387,0.015212933469747,0.0887678485144108,0.0303255479567096,0.0826581853633535,0.276755473529705,0.000810398140319382,0.00461651677666104,0.0053756819237515,0.0289664898208719,0.36560178646266,0.00202264763488039,0.020662437414733,0.00415581999622997,0.0629159898769287,1
"35","ARG",2000,0.164606272837126,0.0100072746388097,0.0329768508768233,0.00303373747211037,0.0210023907589586,0.0330385960588813,0.203817449615421,0.123134613313514,0.0561808669240088,0.00813262141078878,0.150772205742817,0.0261011202082627,0.0128072881568496,0.00253044626280402,0.151858265722824,3
"36","ARG",2001,0.00289309622547407,0.0625427561677202,0.0408058230185807,0.340455351734281,0.240517978290004,0.0341658685709693,0.0141242986872615,0.0160764680566501,0.0197924457680539,0.00637428384208839,0.189457682540748,0.00345698348791156,0.0114763597244964,0.00506241975676374,0.0127981841289967,1
"37","ARG",2004,0.19031721439003,0.0252445572634168,0.0915533094847799,0.000657851294815541,0.19585275755392,0.00159012778802033,0.00129913983939967,0.00662906754923203,0.454895488997211,0.00609839438395426,0.00208183763775101,0.00167791080042549,0.00222608475381346,0.017469243512305,0.002407014750926,1
"38","ARG",2007,0.132638848893127,0.0130620765294378,0.103931608467737,0.00871156467091071,0.0509983937802488,0.0103462723801085,0.00320080084645354,0.0250815206519776,0.0166146954283435,0.00482907905226251,0.00564607857806272,0.00623748932624206,0.010209419635707,0.0179492221573212,0.590542929602061,2
"39","ARG",2010,0.00887910678452941,0.0980724606695061,0.00798677733751344,0.00524055405030442,0.0130605423833837,0.0224641349787596,0.0383119753267111,0.383489880222523,0.000610197878014949,0.209147041985335,0.00134290071925537,0.000715149670655955,0.00365251466018637,0.000116347748673242,0.206910415584648,1
"40","ARM",1999,0.005950558449361,0.0105346398130496,0.145557870160515,0.281495972273403,0.0307186582052899,0.0101261751027353,0.167753577615515,0.0833846973694468,0.00265652290095357,0.00650370199281925,0.00228557896043542,0.00133553236757,0.00846392976531737,0.000759179323569918,0.242473405700019,1
"41","ARM",2005,0.25984936833223,0.0316630354372869,0.082569616583473,0.00475057242863627,0.0380558662285437,0.00510932210011333,0.113362754900996,0.302146491267694,0.00839118169649236,0.0169257243407134,0.00344607631333293,0.00350407795517329,0.0493206781755499,0.000956341040894673,0.0799488931988692,1
"42","ARM",2011,0.0973078703897675,0.0265270631999331,0.0679076088070824,0.0731421825790978,0.231338358249547,0.0138239345463057,0.00236097074700485,0.0296051721440698,0.331145814488957,0.00633036992827578,0.0770477409130278,0.0102718633754684,0.00866798619872382,0.0158839750375054,0.0086390893952336,1
"43","AUS",1980,0.0382808772904481,0.0920156198611767,0.0721857230313424,0.00555013323553382,0.201693300626971,0.309600706707085,0.00255298598073974,0.0165979728335484,0.00446422258956414,0.0026061909090793,0.166024584224214,0.00278189408062081,0.00188527105055751,0.00695677881485982,0.0768037387642597,3
"44","AUS",1981,0.00519824966097445,0.0145556665128497,0.076791852231275,0.00231821737409592,0.110910856907133,0.286342559356453,0.313973158828666,0.0101342853385912,0.154229647323027,0.00159032029905726,0.012489386782408,0.00309670992726533,0.00149630429749913,0.00357872178069182,0.00329406338001356,3
"45","AUS",1982,0.00427886667003364,0.00538739596605026,0.00406006616589007,0.00032728583233696,0.012041177242757,0.00241771539027569,0.94927347951355,0.0116436663330948,0.00110067714021744,0.00119857181928664,0.00131724313666113,0.00342997312327336,0.000796160959572935,0.000959516432908176,0.0017682042740923,1
"46","AUS",1983,0.0125894333375436,0.0296524679637072,0.119340795140421,0.118891705973858,0.0313056198884511,0.206457955809088,0.432538200050846,0.0202472010989143,0.00298575732242981,0.00271345342138216,0.00935140899214571,0.000902395956905461,0.00134488635103838,0.00198220507067609,0.00969651362259265,2
"47","AUS",1984,0.0203205495341401,0.021629639800287,0.0131210415752959,0.00348089218138812,0.0455063399638883,0.0145301505213874,0.00788635357481434,0.00229410668422836,0.0206474401578345,0.608391188858129,0.0375924820341829,0.0102583232735987,0.103415401058459,0.0691132572111091,0.021812833571257,1
"48","AUS",1985,0.0902190324831486,0.0333678317393691,0.0423574188501432,0.0242882750795714,0.0922414501533361,0.268737779170382,0.00191286773788066,0.00473297451317084,0.0804796042735609,0.00987371646155634,0.27242889432888,0.0103200412576067,0.00246384847446191,0.012206778448385,0.054369487028548,2
"49","AUS",1986,0.0462486668880514,0.0504312345654309,0.0591758761682716,0.0689008838781927,0.0561842770223535,0.0385064074007671,0.472698690812008,0.0577843020068561,0.00766687055532099,0.00266809809185667,0.0924137271598017,0.00353060211832819,0.00369503477617514,0.0179500893183695,0.0221452392382168,5
"50","AUS",1987,0.314221575743466,0.0473243748371042,0.0300655021323333,0.00920325526924269,0.0649813390497859,0.432533294269065,0.00369058644779024,0.00920286412372773,0.00372902085738398,0.00230541984123266,0.00827896061101386,0.00349385391661942,0.00170398399197739,0.00287481055802402,0.0663911583512339,2
"51","AUS",1988,0.220270381548407,0.033659022804872,0.0572489262507221,0.00343268684871065,0.187655447177216,0.0921164741976261,0.00286525947366684,0.00586738204293367,0.148288003712867,0.0140079642702789,0.140770531790163,0.0418619961377079,0.0042664559994238,0.0113943017685056,0.0362951659768988,4
"52","AUS",1989,0.0096724045961393,0.0266070422249647,0.0269554344659739,0.00709707118171177,0.182742308062447,0.0978680936803037,0.00680812620471203,0.0428427547254078,0.0281207384621528,0.0424780535832665,0.019602009516417,0.281534499171363,0.00596905744113079,0.00922143644294104,0.212480970241069,3
"53","AUS",1990,0.364098609569532,0.0631217497401187,0.0061855268223113,0.00147826984361371,0.132198855623445,0.195196509308132,0.00204707045170138,0.0017699165814622,0.00950144394775467,0.000777501090784258,0.0285757478070227,0.00559198988707253,0.000646719039806441,0.183898531649583,0.00491155863766035,1
"54","AUS",1991,0.0203497347485228,0.023400085322923,0.00703136751122941,0.00332926417928071,0.1772088988673,0.0461448551954049,0.00511090615883523,0.00944857370454373,0.0283594975386787,0.304949945330246,0.0964875330960084,0.239657266160124,0.0127575371740143,0.00422011187784128,0.0215444231350474,1
"55","AUS",1992,0.0102122667553126,0.00557302482436146,0.00378918155732171,0.000532760202534567,0.131003055607166,0.00339669194370342,0.00450456398536721,0.00259630505464734,0.00406547436538467,0.000875307671104016,0.00232934114213339,0.822082529111644,0.00249065064788352,0.00279626327869318,0.00375258385274316,1
"56","AUS",1993,0.355236156508673,0.0211521461853921,0.00580450798199568,0.000780358395008096,0.123756651620459,0.040045016099067,0.0103112548807036,0.0292130346485851,0.00615730820261015,0.000973159766960957,0.371998168555013,0.0255122215472345,0.000765536020309167,0.00397133630574499,0.00432314328224312,1
"57","AUS",1994,0.0218794030011958,0.0312549304216069,0.0120232749501448,0.00476531653597496,0.0584848482241274,0.00912580501174836,0.0147315261436254,0.0719046181947382,0.0113040220921371,0.00852845469764497,0.0102666162313283,0.644146294877884,0.0137680432135813,0.00538591640972054,0.0824309299945419,2
"58","AUS",1995,0.0132841140169048,0.0747290788332585,0.0661899660613545,0.278557117763282,0.0591017415623425,0.0209760176495689,0.389466558327952,0.0551519158515597,0.00571202358432163,0.00521070780633829,0.00503227225045691,0.00524761886754153,0.00262447361080635,0.00600377313910554,0.0127126206752067,2
"59","AUS",1996,0.0124577301124453,0.0110657748785756,0.00829941756466978,0.000670134072082272,0.20932896650937,0.00255051209257384,0.0185788204205631,0.0121628826976815,0.00336509732669437,0.00158784222554534,0.00269727556733276,0.708147846380217,0.00196016852330812,0.0027232010038016,0.00440433062513901,2
"60","AUS",1997,0.0275375952140703,0.0407530886708146,0.0190523990761825,0.0135335323148256,0.0558261779098536,0.0277511370293374,0.0916918794741261,0.150677684364635,0.148502087894968,0.0938524193190105,0.0187256112422602,0.272955347162904,0.00407101534079859,0.0052918053528551,0.0297782196333587,3
"61","AUS",1998,0.00356404388549685,0.00693651303688246,0.00643031605871222,0.00473519894939744,0.13429711819218,0.0596042279903522,0.00208987352447673,0.000957758589326366,0.0120169641688074,0.0108618905084251,0.212543448737203,0.488884335031289,0.0135717205741922,0.0401607773840916,0.00334581336916785,2
"62","AUS",1999,0.0930759993570425,0.0840709172625564,0.00569437845772726,0.000886635695890317,0.0595301206185987,0.0023761513316056,0.368929215045723,0.0108037416951571,0.00228149738753915,0.00287985886275885,0.0016303529198955,0.33029576403008,0.00189382551259656,0.00540133129077318,0.0302502105320561,5
"63","AUS",2000,0.0360649254692136,0.025606987672812,0.00615953955302789,0.0016153168286876,0.094054175632,0.00584228340568296,0.0480733059178872,0.0062192712881041,0.0126084748079048,0.0118520493033241,0.00934340553094149,0.714026724642963,0.0109486422300641,0.00564275155369495,0.0119421461636921,9
"64","AUS",2002,0.0660009073331416,0.0808430998801324,0.0959980062898418,0.00581253462437268,0.16613838980465,0.0591157939630323,0.148660590984339,0.0386577223217439,0.159916482392424,0.129845872225268,0.00503933953669725,0.00463660844777643,0.00564870835228112,0.0119895277815792,0.02169641606272,2
"65","AUS",2005,0.0841019028767812,0.0131235254664165,0.0401986420545079,0.00283381714369057,0.117698619992042,0.0296154669775508,0.0544543513090344,0.0361228360334823,0.105595433849073,0.255822769663329,0.166443407563356,0.0184526217539629,0.054103493688843,0.00598581187035488,0.0154472997575752,1
"66","AUS",2007,0.279319026975881,0.0472629224965043,0.043182369609439,0.00121459264567069,0.0590989337015303,0.00442819582667298,0.354142105067845,0.0523762379893399,0.00421402077805447,0.00366916809471806,0.00339682385424769,0.1018700389271,0.00884653750124458,0.0307334890919214,0.00624553743982927,2
"67","AUS",2008,0.0157077543289396,0.0480176207507666,0.0506296062401665,0.00954975590211539,0.181713680532622,0.521118288606895,0.0609801082504587,0.00822126373330692,0.0116134616738451,0.034734255066156,0.0217347537156434,0.00433493068947412,0.00556201862623518,0.0138297946976438,0.0122527071857315,1
"68","AUS",2011,0.0605092572254075,0.205712231801836,0.00394491656388679,0.0078180199592078,0.0305427648253238,0.0231625411126332,0.00464234119202652,0.0252027909343654,0.0015903616989612,0.0828651970798662,0.00273281076577571,0.00712672520832692,0.451299070422251,0.00172289799311838,0.0911280732170137,2
"69","AUS",2012,0.0517848232051577,0.0353089395168845,0.0103705719281084,0.0464597212169831,0.174511277154213,0.0749579034174216,0.140396690975425,0.00460683767602874,0.00359961598318251,0.00560149043833276,0.00612449327509725,0.229531048641397,0.00424691438572932,0.14172949423223,0.0707701779538094,3
"70","AUS",2013,0.031543121812814,0.0409397540320552,0.0073950851619959,0.0576798104734415,0.176664482741857,0.0290787396164705,0.0577938642042736,0.0484078566991255,0.00210175095717777,0.0774501577333608,0.011908366438131,0.14621032600446,0.00960104329792199,0.00170020022215079,0.301525440604764,3
"71","AUS",2014,0.00917003439825698,0.122504714893569,0.00426427149595765,0.0477017073394886,0.0623283377288743,0.00441772211282451,0.00101051620584335,0.00473124679735564,0.00409101899251683,0.0692133460674874,0.0400633295761737,0.00280441007265773,0.128693695949068,0.129545106754108,0.369460541615818,1
"72","AUT",1982,0.0621745954126454,0.0232392473788275,0.107209892428561,0.00362937714955847,0.208483048679217,0.0131546079448752,0.00604788091818818,0.0147587681893389,0.0766659619202868,0.00299758728533724,0.0775196369334214,0.342097614805341,0.005934054116761,0.0143612554965876,0.0417264713410534,1
"73","AUT",1990,0.0226848652764434,0.117056692116311,0.11145222409662,0.0625198124985404,0.0965423661383587,0.446641032813136,0.0765599540404282,0.012602748593357,0.00269670996896684,0.0220259041439688,0.00680737166889974,0.000995312925362866,0.0024092549712246,0.0024994069660108,0.016506343782372,1
"74","AUT",1996,0.0882962118109694,0.0849113738420081,0.0101974620973213,0.00781858919373643,0.137476889323566,0.00625240183309504,0.00295346747581168,0.0217870712257994,0.0159267337604516,0.00481874019026369,0.402113890001114,0.0826729611102524,0.0142955247441986,0.0370447748331301,0.0834339085582824,1
"75","AUT",1997,0.0353375584789416,0.166585224229166,0.00572753642595045,0.0078769445081433,0.0493020591543434,0.00561729110508803,0.00987159592158479,0.115738679527811,0.0026305465933143,0.0294884405248701,0.237568728788187,0.0720690008199009,0.0109203963862685,0.00266762230110139,0.248598375235329,1
"76","AUT",2003,0.0370403643394781,0.136328724092379,0.0154610476055037,0.114266473522316,0.0667242346491407,0.0121301621081669,0.00838455776633924,0.075668453253233,0.00416451984436355,0.130842367093586,0.197398572962114,0.0619836465799002,0.0091938611086495,0.0172577774507728,0.113155237624057,2
"77","AUT",2006,0.00334898442222264,0.00620166355099699,0.15134858533614,0.00296701899969243,0.178565776254809,0.0169487330116464,0.0090600405766417,0.00189932737045112,0.194428469971743,0.342238795260119,0.0132799649190021,0.00338169662621184,0.0662444342000469,0.00723134842028595,0.00285516107998957,1
"78","AUT",2011,0.109995673649034,0.00722734095060841,0.410170585746939,0.00176966536114971,0.13531062307092,0.023161898897218,0.0968790659511716,0.0210996566323563,0.0841588121358015,0.00508896036305532,0.0280291926720118,0.00636557073364962,0.00713770652951887,0.0562949673380569,0.00731027996850853,3
"79","BEL",1985,0.0878080652859225,0.0857677878146338,0.02807631727125,0.33901201787642,0.0325538484738584,0.0158435222166846,0.00110818341332908,0.0252674597750524,0.00370168514833987,0.00791910824238696,0.00353072008161765,0.00149988674224111,0.0117498467647856,0.00252865968089693,0.353632891212581,1
"80","BEL",1987,0.0112931553673638,0.0344666135135512,0.00765965986988806,0.005054069088551,0.307352996149372,0.0441332187826051,0.00149522839902473,0.00194895768602738,0.003526416892647,0.000926890855779069,0.549847261941286,0.0106424822769441,0.00102062994114615,0.00766554901824868,0.0129668702175664,1
"81","BEL",1990,0.00738686960840176,0.176931382377095,0.00408196858657489,0.0479270069807119,0.0100699959023083,0.00217613472149016,0.00381595217494055,0.18755481426213,0.000377113908655726,0.0108458217764517,0.000785920792906123,0.000764369525509343,0.00211768540168145,0.000161802880994936,0.545003161100149,1
"82","BEL",1992,0.00907338098860796,0.00588153944359322,0.0051961585907281,0.00489957272012752,0.0181834855563067,0.0131238823630516,0.00120332178384475,0.000653284188014206,0.0117936461883683,0.00237960089003175,0.24375296968894,0.00656286964050409,0.0138415352982058,0.659409697644266,0.00404505501541012,1
"83","BEL",1996,0.00435102967505357,0.011859442847379,0.185037671693823,0.0322360287807692,0.0737595786590427,0.0232591208624319,0.00609693607745699,0.0049856934155786,0.0914815601904068,0.488550167941978,0.00841441247165551,0.00884172418131519,0.0491985324611461,0.00469709693204927,0.00723100380991379,2
"84","BEL",2001,0.00350163407081049,0.00357907207812122,0.00109634957220812,0.000243369458336639,0.0126262064609833,0.00118207849042857,0.00225884662440539,0.00101564967844432,0.00139926538157548,0.000645213074931192,0.00135404529710084,0.966065863503403,0.00104731448552847,0.00138009563148132,0.00260499619224173,1
"85","BEL",2004,0.00674014784383069,0.0107390690334102,0.198316737707281,0.00202151370473894,0.0930251253097918,0.00602608672305969,0.00520217639339161,0.00330828323394012,0.100029903643395,0.544722941447673,0.00303630389010369,0.00835667120534648,0.011275641649782,0.00303563054564289,0.00416376766861184,1
"86","BEL",2008,0.00472762709405684,0.0947520812665245,0.0859554839815438,0.118945309180856,0.107220481876565,0.0610332005421157,0.00205457554239784,0.00218308898538347,0.00344606272327817,0.13507327918883,0.00487648805826749,0.00863970892699466,0.304962405374086,0.0403427825303051,0.0257874247287954,1
"87","BEL",2010,0.0109825207285249,0.276447090972842,0.00589048679710662,0.132996528148058,0.0254427026903055,0.00348933684934976,0.00592784532312287,0.0222699946565228,0.00463661445253924,0.0869548581208663,0.00347823116631305,0.00129417021681877,0.011496499009568,0.0510809684547708,0.357612152413291,1
"88","BGD",1993,0.352376816691165,0.0614901998043553,0.129018085091676,0.00806879720174074,0.0714593772371951,0.0100965093407932,0.00344966736306724,0.0343391874045454,0.100665135151461,0.0627781460687819,0.00834578366351085,0.00365742195449235,0.0187810305454028,0.0835580770561585,0.0519157654256551,1
"89","BGD",1994,0.021916001181561,0.0891599834883006,0.0530995703877109,0.121095336818629,0.059080377434815,0.0523079813334991,0.00640722482672163,0.192258378533976,0.00567778339111902,0.231992743352667,0.00299805850266007,0.00191096060991947,0.0324460885977421,0.00117529398147397,0.128474217559205,10
"90","BGD",1995,0.441300804194513,0.0331170791898862,0.0356701552537949,0.0024375259948234,0.0679950863166932,0.00394308309535668,0.00813309995204829,0.291037469386142,0.0719294748604932,0.00377922066449544,0.00173464356900894,0.00194431995760196,0.00236488345077781,0.00306580965230895,0.031547344462057,1
"91","BGD",1998,0.0123653743687655,0.0192817396257414,0.18357987009081,0.00134353766059576,0.0618683664716223,0.00095019333114589,0.112941830628044,0.568365260973168,0.00303754342597176,0.0109532916791901,0.000641448273188228,0.0148688200874995,0.00435026798396676,0.000230050816126574,0.00522240458416374,2
"92","BGD",2000,0.306354388354041,0.13034044647462,0.0180856981612296,0.0049260194189236,0.107439714744887,0.022842623877419,0.073851744689405,0.21146297204093,0.00899718155418751,0.0193583806464116,0.00244901492753852,0.00484093259745363,0.00330563617919214,0.00176595214695845,0.0839792941868024,2
"93","BGD",2001,0.149970804150872,0.153817663655818,0.00742466930070727,0.00572186092764398,0.179003408225225,0.002351718632839,0.004345946125119,0.310846672256876,0.00283822319558969,0.00661437411598195,0.00482017487536156,0.00356219519920555,0.00186785615055457,0.000982935197518302,0.165831497990689,1
"94","BGD",2002,0.0760088625442604,0.0938903014046648,0.0970973527462249,0.0135391221149063,0.226964360212495,0.00458880607156234,0.022809295527531,0.213789647292274,0.035246341628179,0.0187330266295761,0.00286913265193622,0.0141504207016873,0.017216667863096,0.00368945991189667,0.159407202699711,1
"95","BGD",2004,0.227153094030056,0.0165409378965198,0.152597926306623,0.0238771121285795,0.203269428994675,0.00878145455791334,0.00382402193189213,0.152917730955165,0.177480107173601,0.00234671526376092,0.00672860871215584,0.00710798053737152,0.00404047714672122,0.00295501488031722,0.0103793894846484,1
"96","BGD",2006,0.00478911009247031,0.00896047012897451,0.0288333026077812,0.0117080152139494,0.338321654349968,0.0710233521626481,0.00118073409812768,0.00193078719611857,0.395788610808514,0.0614625105859329,0.0108978599269189,0.00188021684172659,0.0245797321463009,0.0206830755280606,0.0179605683125089,1
"97","BGD",2007,0.192525804951823,0.0180854395761207,0.0969937114226316,0.00144653824152936,0.456519369376787,0.00373945647300504,0.00168915172828697,0.016674992124007,0.0429487231308496,0.00166568096609171,0.00256353763691175,0.127645001496099,0.00359760108664417,0.00683533432981703,0.0270696574593966,1
