"","year","region","business","rights","marriage","religion","human","literature","cancer","health","tourism","rape","arts","sports","combat","fashion","politics","number.of.non.stop.words","n"
"21",1983,"EECA",8.9893392054216,3.23235063033127,37.0707110830901,11.0833442877915,17.4825022035728,6.86455727530681,3.84491745551998,52.2067770822756,2.10875270932697,7.59744397243526,1.46614764694981,0.251556581099433,10.7940992701729,0.28739356367482,5.72010703303127,169,4
"22",1983,"LA",11.4799931857252,37.9027957060506,13.7782630195933,6.64777482221563,58.7433247080608,23.875949852908,0.730775331153111,8.30952485417561,75.6737912469161,30.0269053667664,9.1103181377391,11.2728916343167,27.3969736518715,17.1917034102703,35.8590150722379,368,7
"23",1983,"MENA",4.1077499115713,7.75249303160878,3.38480991391132,11.3687396497771,22.3458272742944,28.8725854527465,0.616557941725477,10.0268530103572,13.7310672131798,4.18744326645388,22.2344011278127,11.0826856710484,15.7464968151963,3.24107299971009,33.3012167206069,192,4
"24",1983,"West",9.77121859641769,25.176320660627,13.6951620541449,12.3275294987393,34.8778274473924,38.2194829092196,17.8399934797155,3.23591093724945,19.9791115829264,6.51349431763187,25.3065095525727,26.638437082016,6.91076739613493,55.8727713265611,20.0799076030955,316.444444444444,27
"25",1984,"Africa",2.71981394965449,7.59231257247614,2.62734958637909,8.68659754384386,4.53183766588503,35.7532488373084,0.242350248241925,5.89754495719473,5.623067994174,7.67293812579524,1.08202693266296,1.15705770063163,1.27267004960602,11.2942520463822,18.6802651230977,114.833333333333,6
"26",1984,"Asia",104.919501190158,53.1371148827662,82.2111323038904,0.72224794994235,26.7222210920989,1.7314172514402,8.3152157965853,4.31196071372881,20.0272248509668,29.6350386530206,9.68928957254219,24.0755810408057,0.655309126366289,26.2230235731924,34.1792775580508,426.555555555556,9
"27",1984,"EECA",7.7301938231008,58.3122972689927,40.0233352422663,30.8461787961092,85.1533991365763,21.7727457765082,0.480424714512365,15.8930215490948,3.57455845154436,10.2754442272544,183.77255919458,0.582585168010881,2.49655073943719,1.32637961992724,57.7603262920857,520,2
"28",1984,"LA",2.74731693098335,11.8732074923642,7.05157980161077,0.644403532144431,3.45039515206697,0.392710918056773,0.598090499215619,6.67565741053645,2.92955992849395,6.9951054191348,1.83031760582156,57.0986968738723,2.21516650469723,0.445805282419949,12.3019866485817,117.25,4
"29",1984,"MENA",23.2026759771463,47.0589040226883,4.9674271790503,9.60015162631377,23.3729420161823,1.76064850757832,3.05091985806947,18.9110043850111,3.66748812905847,15.1321719381847,4.58974904860388,4.34154502117401,16.6692884050039,0.925996136646164,96.0490877492888,273.3,10
"30",1984,"West",30.8604603210514,35.3861162238156,9.5916489751017,16.7919638419889,22.9574388669642,27.8989448451812,15.3787953378592,11.0787898035569,5.53322271707488,7.91367954983272,9.74709071604888,18.5892161190857,7.50971537383594,56.211283310874,47.9516339977289,323.4,25
"31",1985,"Africa",15.2414473002462,42.9857410627017,16.8398204512018,21.7315104164173,34.3683304724968,3.04196834876473,7.64390971606449,41.544346702809,25.8927175800772,5.92104274830781,7.48002138002051,1.60528187292905,6.03094618115284,2.50708145332401,93.3581420057943,326.192307692308,52
"32",1985,"Asia",68.1913361465651,43.8451908402198,33.0312946948316,15.4156146061757,58.3794442856884,20.1745435750258,12.4673443972543,22.1675037003745,25.4400556885298,10.4045522234725,12.2398488222936,8.77881761058996,12.6755661769844,13.690561924491,32.9678905248948,389.869565217391,23
"33",1985,"EECA",16.7035745801029,51.1848785518849,35.2253848511352,18.9857032087277,58.0934906855594,37.0050983424655,2.12963901587277,54.9199096519788,38.1753865576855,2.9543034488719,19.9969307573237,7.59881510304754,12.2023896903212,8.83846838963957,127.65269383205,491.666666666667,3
"34",1985,"LA",13.492747943093,19.066545728557,32.4946545493982,5.67741628326372,65.6361717316336,116.240028910927,113.596359379558,10.0127056840255,9.31769799957545,22.671242764156,15.2790967018834,58.7651197038722,8.90325529165015,1.53122218085431,6.61573514755214,499.3,10
"35",1985,"MENA",4.04036468123498,62.9587421438279,22.2967594678816,21.9044792260741,15.6854795550427,10.8895606670707,1.01382020938874,5.14524503103619,19.2516890492545,5.57774501839245,3.09232107908591,0.79736353435919,25.2037138665851,6.69501783364451,53.5310319704546,258.083333333333,12
"36",1985,"West",19.8496579489429,32.6517265838909,11.7066280584714,19.1073514245495,36.2642173517385,47.5303986097696,5.33921096220617,8.41937895652994,12.4277857543279,8.32282179396061,21.2946422414359,18.193418880271,9.30870578713739,21.9444395691641,29.3729494109373,301.733333333333,30
"37",1986,"Africa",8.93007875823899,26.8786883984,17.6830534184789,10.9122938537462,11.5666974371452,4.32439275259528,16.5431020063259,15.5843427762036,16.4291731602364,4.51202425114764,13.890384795027,0.649648059065217,19.8376328918645,15.3973652380928,29.1944555367655,212.333333333333,15
"38",1986,"Asia",22.4014165751709,34.0778213795885,20.1652945593068,18.6401104928306,27.8488596235291,18.7116567125646,8.73137348171035,9.12080664542452,26.271606665845,15.6293644533127,9.89544628768503,1.04386691229941,16.0103134735923,4.87418641329357,49.7921620381324,283.214285714286,14
"39",1986,"EECA",19.9523787221445,11.0596001841697,48.7184359279333,41.8136065899461,47.8455156009146,9.11249758569944,32.2147391685695,28.4111588327701,65.2646100557022,0.999873273302412,2.21827728236455,0.702969894286942,2.53499561217778,7.70878290602671,21.6925583639922,340.25,4
"40",1986,"LA",10.8042183321652,34.6843110553334,9.70016589080281,11.5910511134827,33.6720371760928,7.22314375353594,0.364865770930139,8.60444361044102,5.95773196446048,1.53497270168161,20.5469217127149,2.11461700344423,6.01607027914689,36.3776207332453,30.9328289025226,220.125,8
"41",1986,"MENA",14.0766638440984,55.9308616187134,24.7791865785609,16.9782125103581,42.3379196683922,3.83897495200557,1.39693995127888,17.5237496730497,36.8216165801047,1.4701313715828,43.3994419440332,3.21206478794544,18.7735938929102,11.5000339807524,17.585608646214,309.625,8
"42",1986,"West",22.280684881582,32.5786456532679,12.3062568280846,11.1587334812127,29.7036492180964,52.7300406960234,36.8406275711026,10.348257190066,5.93856290334431,3.39964682430798,12.3605982004626,17.4468628630822,2.85073368504862,23.9905829930092,22.4827836779763,296.416666666667,36
"43",1987,"Africa",8.41976604948466,40.8219849308332,61.7837130625831,13.0028723745371,15.3165231758047,6.62919387226744,9.04627405868544,37.0682517484783,31.3793409431822,28.97230862705,14.539315692186,0.284891632301948,4.99916451164233,4.34402745207615,18.8923718688875,295.5,10
"44",1987,"Asia",60.4534057087252,27.9378764385503,54.8504216162605,13.2540090378799,23.9924573237142,99.9355881730129,17.8056988372223,22.8489400754738,16.8638172606415,10.1373952931519,17.2928985387176,1.10059946279123,8.24605131479139,4.20000734179372,25.3665478629876,404.285714285714,21
"45",1987,"EECA",60.5308116280838,8.75895175593157,2.29135910365803,2.73227171014219,18.4050416943004,27.4215671925465,1.05557709140855,13.0623470809341,35.8581036599214,0.719364206749464,22.2030983598387,1.28737044812943,1.91274474549993,161.909470128308,33.8519211945481,392,1
"46",1987,"LA",6.68714716402801,16.1517707578574,10.4599123232905,7.33171120852775,24.4942829458,3.29651585678937,5.15083900394993,7.58837674399507,23.4998911264408,6.19531498916524,36.1833932262734,90.5207445175609,2.44966862434479,1.36070549772584,16.5297260142511,257.9,10
"47",1987,"MENA",17.7034283774292,26.3998086427499,25.90185408324,49.5054452964639,46.9812148942304,42.0500040719506,3.51673272454117,23.9547064910713,13.954409392631,10.8410842876598,11.9794520182137,2.85546916671497,15.9919943828169,2.26634813911116,55.7647146978425,349.666666666667,9
"48",1987,"West",28.878431213595,31.8901744509721,9.31738141883499,11.950729066602,31.2598126064529,58.4514585061704,1.37516142725986,8.79719105926869,13.7672126007583,6.16793142941604,27.2884376982616,20.953496054443,1.20904915395207,12.4330888628095,26.831873022632,290.571428571429,28
"49",1988,"Africa",10.7413364313764,19.5364042922817,53.2712320892891,31.6320405141973,36.1032678045684,5.39579257936588,4.5355832732269,38.5214052221544,33.2362594938343,6.31460769593227,28.9179371382511,1.1501664002468,23.624464903836,3.55901922947815,19.7461972176754,316.285714285714,7
"50",1988,"Asia",53.8438316627229,37.3303489006652,38.007299861022,12.5452622854063,35.7910031222053,15.2001044194408,15.7638858168016,24.9928939156803,36.8222878156811,18.3682052035202,7.80936685756489,19.9643663585947,9.97936627104645,8.42298080739912,34.452914349308,369.294117647059,34
"51",1988,"EECA",81.079915553815,17.6836364811481,46.641562514797,17.9609816969325,53.179780516049,2.06298299213987,1.00187842179616,64.3198868638266,38.0101853483185,1.78151248908254,1.20065563460794,0.99899045668923,2.07899621858765,0.791075937221357,45.2079588749886,374,1
"52",1988,"LA",42.3615570452064,51.5492965966995,5.71963410978972,7.43964593317275,17.7178153910816,18.6186943831487,17.3035831006471,24.2951383169471,2.95095649475476,13.5473769627804,9.61773678959209,0.777922028125522,24.1138543337782,0.96113140985093,55.7756571044252,292.75,4
"53",1988,"MENA",2.23371142638362,30.9064110138372,35.6352054315723,34.6682028515523,39.7531744055627,40.9550705834593,0.322726624509031,5.63490154522782,1.25777197444765,15.6912915757883,5.9556834243706,1.23585121128166,39.4542686791885,0.713619972303457,19.3598870582932,273.777777777778,9
"54",1988,"West",19.6263254719362,22.3132225239987,8.43066263378213,13.034113869692,35.9429942188669,22.7268275322967,44.4429813217634,27.3095410960203,38.7104430926846,6.299241712845,61.6367170152214,11.8993735485125,2.20281723260049,17.8636575412705,20.7485811885091,353.1875,32
"55",1989,"Africa",24.5851191372247,35.3400933531802,37.7680704541153,45.3145733208868,23.9515347176921,7.27744026341427,52.1760735009982,26.8608149724431,34.3295479149968,36.5891381297159,1.10027240954203,0.560009534187497,9.61576139959461,2.4444843708063,24.9620665212024,362.875,8
"56",1989,"Asia",21.3408445319439,30.5068005873065,24.7674001524015,13.8563379236086,38.9800911388411,29.6012303088984,0.773112477316808,8.54916937448676,13.5399844114324,20.7210586127307,27.2891689248737,10.1794499108338,4.32698814103541,6.73986551800356,65.4091431475772,316.58064516129,31
"57",1989,"EECA",21.4274397489599,15.8863395642001,32.0218770420615,21.9100873469744,37.5574651260755,43.8176638060327,16.5572428873541,41.0127607544895,14.6791514326737,8.88972767187812,7.55797169120359,7.32423094592597,11.5176865414603,2.25269573777144,14.7305168457964,297.142857142857,7
"58",1989,"LA",8.08921395517978,4.9944537976492,4.19838621631042,1.02388701793314,36.9942282068266,12.5699220504361,1.63628237399625,21.250679843457,1.32311014636122,1.53602717704367,45.880746277494,35.591122541264,2.32989540554792,0.587667052460038,2.24437793804058,180.25,4
"59",1989,"MENA",22.274873068939,59.6444473371448,23.4850367190251,27.9487895058705,19.2529522782508,4.44274060114815,2.51672938010331,6.02078045094648,17.3204186919534,11.4924988176512,18.1769655335468,18.4052181867405,10.2572991401354,7.78678301686042,35.2601815573984,284.285714285714,7
"60",1989,"West",39.1233696817913,21.5630095212079,11.9019292188584,9.83222264846992,31.9827328664238,31.5588199662159,37.2977484289553,9.91898859538691,28.2446859424881,10.1831197542173,14.5350236201798,14.055032890753,9.69137147293175,27.5144403748736,18.9689335886757,316.371428571429,35
"61",1990,"Africa",3.24051879953642,42.0019147369733,196.761096925479,19.3150108984805,78.3498758694532,19.401195112952,82.2192220813525,46.7340939769409,76.034229230989,17.1878079204762,10.0175711707914,2.79342046164273,10.1350580852488,9.90373289721672,16.9052518324678,631,6
"62",1990,"Asia",24.1283601685219,21.4322490870689,31.9563790615992,6.05395951810484,26.50472583899,15.400246631015,1.5834717308236,24.3280204089925,11.1834632522795,5.1301182301092,10.4447811469109,21.9026148788406,7.99114395225285,22.5803114793679,42.2320064669749,272.851851851852,27
"63",1990,"EECA",10.69261860316,25.3720359055425,31.4428844032603,11.8735325374918,20.7102969999097,9.90530879713235,6.71487378891085,76.476331496969,15.3287862468573,10.4616425509714,35.8372499530417,0.527322737945397,3.77501434354738,1.69988349185631,9.68221814340413,270.5,8
"64",1990,"LA",5.86442083886655,18.8904173848098,15.7342278642966,5.12237449164191,35.1285793204279,36.8209483395226,6.56442665376552,24.5358368454857,3.59361899184902,2.98489297962794,75.3137231659508,1.132606549398,3.5506624858504,19.6657778337521,30.0974862547552,285,8
"65",1990,"MENA",10.5839352139911,63.1143862151076,14.9574942270725,54.7708442278089,39.1987514832019,9.37983297142316,2.00774486216444,10.9831883235944,22.3906553762499,15.4523887441664,20.6275231150979,1.20849487630292,35.5616870287559,6.35868420757283,47.0966968197979,353.692307692308,13
"66",1990,"West",22.742927851754,20.6785559259052,14.2288066101762,13.3360112818869,30.3772114962654,36.8359481832042,13.824267169473,21.6174310355454,13.6668135352044,5.9356999054341,6.95314911189378,24.7989859435293,9.9270774554936,14.9416363331275,40.5585550841841,290.423076923077,26
"67",1991,"Africa",4.09515929283563,24.6089079765983,21.9056206292302,11.8542649179889,32.2771514751172,6.54794607663394,0.782172424748228,11.3797353432888,6.99768992334893,22.7680547066076,6.75321972710603,26.3516736753984,5.66083053375262,2.14354552817409,9.70736110250444,193.833333333333,6
"68",1991,"Asia",30.7433581264638,23.8355161529068,44.652869852696,7.69764205290096,42.0089590119396,31.8200557891999,13.8195771142482,18.1760262525082,51.1348275755181,8.9543866730774,21.1391466939645,8.02661692982398,8.75260036797602,24.3370674815392,27.2859653098526,362.384615384615,26
"69",1991,"EECA",5.42648683739734,11.1025870153279,7.09196164981314,6.68685718665535,26.697680624125,5.43059205618891,25.694023896319,83.2843126236495,4.35958605952762,4.03710218051091,91.1124908464469,45.6271076480191,3.40612334493554,4.95423817298277,17.0888498581011,342,5
"70",1991,"LA",7.74284159965304,18.8888598003632,24.9264493878467,11.2768360271862,22.4764667588498,2.60657239555427,7.74158639466185,78.0594556477972,64.6796800161398,71.5429662941034,2.31975616330886,0.90900166153968,22.3943680652753,8.56303685719331,4.62212293052738,348.75,4
"71",1991,"MENA",9.44140154182741,27.0244240471247,14.0590751904901,38.3529015603353,28.6589686752492,5.19205285071146,10.2156627228382,26.3969269331263,14.5003728756684,8.10542142464329,5.68456088379814,7.677757292802,61.8916506029581,9.37671422862931,40.0374937851827,306.615384615385,13
"72",1991,"West",10.4447202062351,18.7073850563604,5.65107964724228,1.40790399304161,19.8642667522026,20.7202819830425,29.2291257687448,8.38569506251168,6.1130645478593,15.793089927158,9.23366990279109,10.5060959908706,2.54697889196913,10.6649710907021,33.962440410038,203.230769230769,26
"73",1992,"Africa",22.2897752215047,34.1275910012035,66.6371205999042,78.2170206198324,76.2295142747507,612.283436475944,3.76061026486418,49.3191483249241,21.1779918347277,8.7469405681919,62.6910090914148,89.9561434759166,23.1133899785889,10.3537575217045,22.5965507465287,1181.5,6
"74",1992,"Asia",62.6171094527236,37.0960512477813,18.2783663359612,3.07920847346219,26.0304225214091,4.62689143392979,2.95431971222274,9.24431038699985,23.4088860379758,30.1684257080438,7.12816318233136,0.885796478877374,15.0948137848828,8.49273255313768,9.329285298957,258.434782608696,23
"75",1992,"EECA",48.9456834673342,27.783678744655,30.2416847434328,17.4757859760929,28.3876049928706,22.2201564980646,7.85286274787981,14.1399155310691,10.7898605343405,40.1157517578763,5.86947956197752,6.85584823703079,19.7458940650472,1.57717408668712,18.2486190556414,300.25,8
"76",1992,"LA",14.5579016187931,32.821427092045,19.701070428348,17.6555715833928,23.466175995268,19.9332008279591,4.61832905194094,51.0915435056566,51.3471594746213,37.2542395038664,32.8093189050095,1.58236242113392,27.9857832540527,5.59890317172939,10.7436798328499,351.166666666667,6
"77",1992,"MENA",13.5241108014279,49.7199330325042,17.8515084306576,13.6675585187768,31.9920150285261,7.24496546709761,18.7498558497719,21.9420326302774,7.11026254818251,52.7188962387294,8.09776475672043,1.19474639756649,44.7338318115612,2.88698904187303,23.3988627796607,314.833333333333,6
"78",1992,"West",20.8369766327693,48.2312048808276,11.1336110452081,6.82127371629592,21.0040674587818,7.80998100985965,41.9581433780566,30.8561936754899,9.03427345212951,29.7181854327701,12.6047409508385,18.2702038221465,3.49615755653615,10.8832257971682,30.0340688834299,302.692307692308,39
"79",1993,"Africa",11.2885241028155,14.257600453223,30.2265591675372,25.724851838401,30.104555418861,5.36286075238826,2.07446783823393,9.98561375978072,7.24148523048284,7.92824088506193,6.41358169611664,28.8611159408931,33.1498473246035,1.6483136948559,31.3990485634122,245.666666666667,6
"80",1993,"Asia",64.6708747739585,55.2144610437846,69.0604662402036,8.41307806450716,66.6205031297916,25.3924711791415,5.28177200500243,29.2622855954467,27.5136089816818,7.66588513074731,23.7137632448796,15.054779518165,4.52581312542034,18.2843428409853,25.6858951262848,446.36,25
"81",1993,"EECA",11.1119721467258,32.9870258499121,14.4092779294323,11.8084335262847,34.8778864944632,50.5474739372068,6.30781866957997,47.8444893010065,7.05746588664732,43.1884190035946,7.86481367395944,4.96156204360971,43.5681555127598,2.01566215488594,33.9495438699316,352.5,16
"82",1993,"LA",20.4001896132244,19.0748418912786,4.10751953249211,7.30603599681481,11.2236009657324,1.99942960693466,75.5799609563879,82.8663620115412,34.5026991431586,6.87162528075485,12.5591238255797,7.25888314617702,23.43127614024,11.7738590549417,9.90173569188511,328.857142857143,7
"83",1993,"MENA",3.37797714239014,41.6446800983747,14.4157708161046,16.8798327760113,25.8502306863065,112.792147055187,6.97321258981886,5.84068298971355,5.58944349956025,8.56606253995428,9.51158378861484,0.319961501638911,5.52238572162554,1.67693713226753,3.28909166243166,262.25,4
"84",1993,"West",23.0627694124016,35.1270176932844,12.7036231731089,7.02754417562445,16.7401413853451,19.1362987540305,39.6148480842196,29.1479157053376,3.96024276214692,19.1649306867673,21.4269809716739,3.73192968706129,10.8914650984961,23.1174413063362,45.7468511041662,310.6,25
"85",1994,"Africa",15.7533264987718,31.9837668732753,41.8851310107912,29.9993997466737,44.5387826157866,44.6663274683121,8.85214889145817,44.4853192588875,27.2088745606283,25.1964750222679,18.8530765694233,6.22325046343912,19.6813706729524,26.451457268389,50.7768486344993,436.555555555556,9
"86",1994,"Asia",48.0520102310984,33.4749664981107,29.3731071143908,17.6747429499199,19.8901162155021,8.00969900743867,9.71656319822323,44.6366140205666,13.036056169642,31.6770777593774,3.60610787036363,16.0299233386172,12.7357681489789,12.1460954080995,26.0446003455331,326.103448275862,29
"87",1994,"EECA",13.2459147488365,17.6595438102218,21.0782265959711,47.5538599285054,43.0954789805515,49.6413646280183,8.09119247253417,20.2590164410134,9.46212593341812,51.588584358037,26.945872556489,1.96790779368688,41.9267241417912,2.96941973822861,28.2647678726969,383.75,8
"88",1994,"LA",90.0067437749257,46.4937925774195,40.9888587163858,1.12286564000554,16.6183895980591,1.47660617624869,1.23182172020853,78.7459898375499,9.9578900529336,22.141995761664,0.481623636193916,0.426465470425236,1.15366360689585,0.782935096631635,21.0370250011198,332.666666666667,3
"89",1994,"MENA",6.0780103388617,45.2968616184895,5.24929454386021,31.0275430809235,21.4402706572826,1.51289671299648,2.04245329238567,10.2646037206753,1.63116839893123,11.7887116332319,2.97278145426933,4.60388993816418,26.3225136239145,5.60668637957409,26.435041879167,202.272727272727,11
"90",1994,"West",5.98371292476146,18.4563999552179,12.3090927919654,10.3499523470201,22.6327298147526,8.51510634730256,68.6140812529941,11.2848080499725,5.12630467337739,9.87506903829819,34.3866126660813,22.2359596593239,3.72741549280545,36.8701233906221,18.2372827582958,288.604651162791,43
"91",1995,"Africa",24.5806091812664,57.0902069102344,120.412552875582,5.18886995872308,24.9693328188352,3.2565659296557,32.0896671813341,51.9789802308031,3.38415423205293,17.9774433235354,0.498385435016641,0.472132897762989,26.8078962488095,0.626640722743959,5.41656205364503,374.75,4
"92",1995,"Asia",16.4484333113277,28.3817322044717,8.33552311097781,9.373320250412,29.1175924620904,5.93989530512468,4.05018343797976,21.7709884974033,11.7020855216434,14.5882503832897,2.86360967143512,4.82569336009766,10.7471273808867,5.0613211683734,74.7401898804328,247.945945945946,74
"93",1995,"EECA",20.2195130230752,17.0471017420957,8.7448386361652,12.2944141760074,23.1655108399083,28.9591337863672,23.1404514456912,43.4708422440893,7.43897198840837,23.1872766451046,28.4555546772398,13.0303948080388,46.2671862259422,14.9866299276526,25.7255131675477,336.133333333333,15
"94",1995,"LA",60.4267015788925,36.9114559025225,11.3765372772118,8.35124103114628,16.4029630494617,34.7620626153109,1.97355684241989,34.9966196315355,38.4598926832777,15.5293117671875,22.980458528325,5.93638264804704,6.9441121996956,3.4860798017145,48.3197673003943,346.857142857143,7
"95",1995,"MENA",5.70331314240487,39.3684643385296,8.04777616522945,28.7868088062296,21.2509317294325,13.4927638989826,3.24908950818189,10.4486338167462,1.78675765370348,14.9695315591031,1.2884351415962,0.495762783833439,21.9409172789051,8.19082170575111,19.8133258047043,198.833333333333,18
"96",1995,"West",17.6863073819858,30.3113200905732,9.35176000246792,13.153096209385,26.0564139813735,27.4312077462096,41.9498400810102,9.76078449750951,3.50758873781861,10.9432040501563,25.6849300972556,9.26504792029399,1.79868002030936,20.5492393559057,13.6172464944124,261.066666666667,30
"97",1996,"Africa",3.38355555786194,41.0690749292459,70.8229411621263,4.5057131535108,28.1040292506691,1.97561344496658,2.27411081032585,13.6596130694228,5.19142400612768,127.678735993951,0.46232799427181,3.53146722814857,4.39144972287873,1.64614813349631,16.7323669715681,325.428571428571,14
"98",1996,"Asia",42.3184992991162,29.0501577087178,39.3080957897966,3.82943897080929,48.953042262397,4.73133095071349,11.7919075644806,38.0128743329656,57.8571075401077,24.30775416857,5.93342047302205,16.5649523499414,3.80283884222051,7.27622702054038,29.5726975541875,363.310344827586,29
"99",1996,"EECA",71.6855187865936,4.64583434439665,24.3168180538281,7.50870255768311,29.209321566655,11.8763242988567,9.93571906888082,77.6776397389188,44.3765491767013,14.3353541258598,16.4689529381364,17.2502536323943,34.1784174880745,16.1220561495098,32.0792047401777,411.666666666667,6
"100",1996,"LA",13.5161199792994,26.4258610637158,20.0867797514175,27.1090340874297,61.499897058246,3.24748215720302,46.4509645818309,60.8495557898012,12.5172156898282,8.2845177610638,0.911910874610511,1.45584180723315,12.1606954387277,1.95853677560474,34.5255871839885,331,5
"101",1996,"MENA",6.18334985227912,65.2993643445156,20.9818251270031,38.5102304777574,38.3067914528948,6.42693600255958,2.23973239458959,14.5114267533493,7.63170207205032,11.2062655860381,8.50835400873837,17.3733250158413,9.68387994179747,10.07232072699,34.5260347051344,291.461538461538,13
