"","iso3c","year","cancer","reproductive","religion","business","marriage","arts","migration","rape","war","literature","personal","rights","politics","sports","fashion","n.words","n"
"449","FRA",2003,0.0094342353627668,0.00387737172955164,0.113980228572439,0.025342701488041,0.0716710412360944,0.0433376210754591,0.0182997827294248,0.00852168848521968,0.0204242967095206,0.212702285837893,0.114460800159057,0.0296662936662047,0.0875090992075098,0.0757353803938237,0.165037173346995,2418,8
"450","FRA",2004,0.00168565564131141,0.00127329046302392,0.00136578236324032,0.0783308344335754,0.0317837023600502,0.183802111221623,0.00395901029054807,0.00172840204051555,0.00169508916038395,0.350366564819357,0.060646480447977,0.0303009188063001,0.00778276242234185,0.0107790567657895,0.234500338763963,424,2
"451","FRA",2005,0.00305067387886289,0.0121742401382916,0.214275026724585,0.108661950203321,0.179766333167118,0.132817635863652,0.0489949409710975,0.00557115678131979,0.00193515686038365,0.0203242291529644,0.0966502172960417,0.111349680088476,0.00843850927954205,0.0055446602643531,0.0504455893299914,1447,3
"452","FRA",2006,0.0136300472065321,0.00352475123531914,0.0170322920408586,0.0865019833226259,0.0307684017762253,0.11262025012262,0.00913667406566211,0.00422231062886508,0.00323190392871,0.0650759369881819,0.132669100855863,0.0612112867623138,0.0985230169229464,0.0527635811342159,0.309088463009061,3100,10
"453","FRA",2007,0.0100612317560992,0.0457603722178298,0.0530134041421255,0.0833940414023595,0.043916122929841,0.161204651651834,0.0129990127367771,0.00399922314893186,0.00370601344411151,0.10901806252132,0.117910311658157,0.0661689279180094,0.0941529216757866,0.0598359990237225,0.134859703773095,3576,10
"454","FRA",2008,0.0167533781823884,0.0029114409307519,0.00231317950584688,0.109803884131032,0.0440081730593812,0.249054151980899,0.0143432325580905,0.00254081764136442,0.00406796380262878,0.179385003355809,0.121323342012843,0.0187378708411611,0.0397769635689206,0.0852201459916179,0.109760452437266,2643,7
"455","FRA",2009,0.0168511875804397,0.009186607449129,0.196995642592854,0.247957967822314,0.0346277761319366,0.00438116441756837,0.0201707334493114,0.0251876396247703,0.045816354765882,0.0089376129034904,0.148367145467788,0.0763989862586146,0.0478361631109819,0.00992081445387764,0.107364203971042,1214,3
"456","FRA",2010,0.0168823624423595,0.058555425032153,0.153084550811559,0.0982437245891871,0.0603065716027571,0.0137990176626015,0.00341501215865236,0.0121301949791371,0.00387887340604643,0.167049492940704,0.105255041741964,0.152967933570996,0.0740687888292649,0.0506809608150561,0.0296820494175622,5142,14
"457","FRA",2011,0.135424321418189,0.00513875528553991,0.0577315129817984,0.0562635177421255,0.0304256878287638,0.021635126038146,0.0203661856845614,0.133080573648226,0.0249818194278242,0.141579377946663,0.100107464702794,0.0605989122096581,0.134945957793841,0.0191553959766366,0.0585653913152322,3517,13
"458","FRA",2012,0.0844614782642784,0.0490485452299108,0.00528752919773744,0.0450615023738733,0.0446570312086231,0.0547385700005897,0.0317129125627262,0.121562125984238,0.00580428038350384,0.170854126891071,0.126231579430521,0.0762097209862562,0.0291926246449497,0.0648158238610032,0.0903621489807175,6622,19
