count,country,iso3c,ccode,year
3,Paraguay,PRY,150,1990
1,Palestine,PSE,NA,1990
8,Qatar,QAT,694,1990
180,Romania,ROU,360,1990
7,Russia,RUS,365,1990
7,Rwanda,RWA,517,1990
562,Saudi Arabia,SAU,670,1990
35,Sudan,SDN,625,1990
3,Senegal,SEN,433,1990
21,Singapore,SGP,830,1990
5,Sierra Leone,SLE,451,1990
129,El Salvador,SLV,92,1990
4,Somalia,SOM,520,1990
6,Suriname,SUR,115,1990
25,Sweden,SWE,380,1990
5,Seychelles,SYC,591,1990
114,Syria,SYR,652,1990
12,Chad,TCD,483,1990
53,Thailand,THA,800,1990
14,Trinidad and Tobago,TTO,52,1990
16,Tunisia,TUN,616,1990
76,Turkey,TUR,640,1990
14,Tanzania,TZA,510,1990
12,Uganda,UGA,500,1990
9,Uruguay,URY,165,1990
4294,United States,USA,2,1990
23,Venezuela,VEN,101,1990
99,Vietnam,VNM,816,1990
NA,Samoa,WSM,990,1990
1,Yemen Arab Republic,YEM,678,1990
127,Yugoslavia,YUG,345,1990
532,South Africa,ZAF,560,1990
23,Zambia,ZMB,551,1990
12,Zimbabwe,ZWE,552,1990
24,Afghanistan,AFG,700,1991
20,Angola,AGO,540,1991
90,Albania,ALB,339,1991
8,United Arab Emirates,ARE,696,1991
61,Argentina,ARG,160,1991
17,Armenia,ARM,371,1991
27,Australia,AUS,900,1991
30,Austria,AUT,305,1991
19,Azerbaijan,AZE,373,1991
1,Burundi,BDI,516,1991
26,Belgium,BEL,211,1991
6,Benin,BEN,434,1991
1,Burkina Faso,BFA,439,1991
44,Bangladesh,BGD,771,1991
30,Bulgaria,BGR,355,1991
10,Bahrain,BHR,692,1991
11,Bosnia,BIH,346,1991
2,Belarus,BLR,370,1991
3,Belize,BLZ,80,1991
6,Bolivia,BOL,145,1991
102,Brazil,BRA,140,1991
5,Barbados,BRB,53,1991
6,Bhutan,BTN,760,1991
1,Central African Republic,CAF,482,1991
205,Canada,CAN,20,1991
43,Chile,CHL,155,1991
415,China,CHN,710,1991
3,Ivory Coast,CIV,437,1991
3,Cameroon,CMR,471,1991
32,"['congo-kinshasa', 'zaire', 'congo, democratic republic']",COD,490,1991
4,Congo,COG,484,1991
103,Colombia,COL,100,1991
1,Cape Verde,CPV,402,1991
11,Costa Rica,CRI,94,1991
96,Czechoslovakia,CSK,315,1991
134,Cuba,CUB,40,1991
18,Cyprus,CYP,352,1991
9,West Germany,DEU,255,1991
1,Djibouti,DJI,522,1991
1,Dominica,DMA,54,1991
12,Denmark,DNK,390,1991
15,Dominican Republic,DOM,42,1991
44,Algeria,DZA,615,1991
10,Ecuador,ECU,130,1991
118,Egypt,EGY,651,1991
17,Eritrea,ERI,531,1991
71,Spain,ESP,230,1991
65,Estonia,EST,366,1991
74,Ethiopia,ETH,530,1991
17,Finland,FIN,375,1991
2,Fiji,FJI,950,1991
355,France,FRA,220,1991
3,Micronesia,FSM,987,1991
610,Great Britain,GBR,200,1991
2,Ghana,GHA,452,1991
3,Guinea,GIN,438,1991
1,Gambia,GMB,420,1991
73,Greece,GRC,350,1991
5,Grenada,GRD,55,1991
20,Guatemala,GTM,90,1991
1,Guyana,GUY,110,1991
1,Honduras,HND,91,1991
126,Haiti,HTI,41,1991
69,Hungary,HUN,310,1991
32,Indonesia,IDN,850,1991
243,India,IND,750,1991
101,Ireland,IRL,205,1991
275,Iran,IRN,630,1991
2383,Iraq,IRQ,645,1991
7,Iceland,ISL,395,1991
953,Israel,ISR,666,1991
148,Italy,ITA,325,1991
25,Jamaica,JAM,51,1991
137,Jordan,JOR,663,1991
674,Japan,JPN,740,1991
54,Kenya,KEN,501,1991
73,Cambodia,KHM,811,1991
106,South Korea,KOR,732,1991
1159,Kuwait,KWT,690,1991
4,Laos,LAO,812,1991
273,Lebanon,LBN,660,1991
13,Liberia,LBR,450,1991
45,Libya,LBY,620,1991
2,St. Lucia,LCA,56,1991
2,Liechtenstein,LIE,223,1991
17,Sri Lanka,LKA,780,1991
1,Lesotho,LSO,570,1991
166,Lithuania,LTU,368,1991
3,Luxembourg,LUX,212,1991
93,Latvia,LVA,367,1991
19,Morocco,MAR,600,1991
9,Madagascar,MDG,580,1991
1,Maldives,MDV,781,1991
194,Mexico,MEX,70,1991
1,Marshall Islands,MHL,983,1991
6,Mali,MLI,432,1991
1,Malta,MLT,338,1991
33,Myanmar,MMR,775,1991
9,Mongolia,MNG,712,1991
2,Mozambique,MOZ,541,1991
7,Mauritania,MRT,435,1991
2,Malawi,MWI,553,1991
14,Malaysia,MYS,820,1991
7,Namibia,NAM,565,1991
3,Niger,NER,436,1991
22,Nigeria,NGA,475,1991
76,Nicaragua,NIC,93,1991
32,Netherlands,NLD,210,1991
16,Norway,NOR,385,1991
19,Nepal,NPL,790,1991
14,New Zealand,NZL,920,1991
7,Oman,OMN,698,1991
45,Pakistan,PAK,770,1991
65,Panama,PAN,95,1991
77,Peru,PER,135,1991
107,Philippines,PHL,840,1991
2,Papua New Guinea,PNG,910,1991
181,Poland,POL,290,1991
70,North Korea,PRK,731,1991
18,Portugal,PRT,235,1991
17,Paraguay,PRY,150,1991
2,Palestine,PSE,NA,1991
7,Qatar,QAT,694,1991
59,Romania,ROU,360,1991
15,Russia,RUS,365,1991
3,Rwanda,RWA,517,1991
455,Saudi Arabia,SAU,670,1991
20,Sudan,SDN,625,1991
2,Senegal,SEN,433,1991
16,Singapore,SGP,830,1991
1,Solomon Islands,SLB,940,1991
5,Sierra Leone,SLE,451,1991
95,El Salvador,SLV,92,1991
29,Somalia,SOM,520,1991
4,Suriname,SUR,115,1991
27,Sweden,SWE,380,1991
NA,Seychelles,SYC,591,1991
170,Syria,SYR,652,1991
1,Chad,TCD,483,1991
2,Togo,TGO,461,1991
55,Thailand,THA,800,1991
4,Trinidad and Tobago,TTO,52,1991
11,Tunisia,TUN,616,1991
167,Turkey,TUR,640,1991
5,Tanzania,TZA,510,1991
16,Uganda,UGA,500,1991
75,Ukraine,UKR,369,1991
4,Uruguay,URY,165,1991
3530,United States,USA,2,1991
18,Venezuela,VEN,101,1991
89,Vietnam,VNM,816,1991
1,Samoa,WSM,990,1991
9,Yemen,YEM,679,1991
388,Yugoslavia,YUG,345,1991
377,South Africa,ZAF,560,1991
10,Zambia,ZMB,551,1991
10,Zimbabwe,ZWE,552,1991
70,Afghanistan,AFG,700,1992
37,Angola,AGO,540,1992
21,Albania,ALB,339,1992
8,United Arab Emirates,ARE,696,1992
51,Argentina,ARG,160,1992
35,Armenia,ARM,371,1992
34,Australia,AUS,900,1992
47,Austria,AUT,305,1992
42,Azerbaijan,AZE,373,1992
15,Belgium,BEL,211,1992
3,Benin,BEN,434,1992
1,Burkina Faso,BFA,439,1992
15,Bangladesh,BGD,771,1992
19,Bulgaria,BGR,355,1992
1,Bahrain,BHR,692,1992
543,Bosnia,BIH,346,1992
19,Belarus,BLR,370,1992
4,Belize,BLZ,80,1992
24,Bolivia,BOL,145,1992
99,Brazil,BRA,140,1992
1,Barbados,BRB,53,1992
1,Brunei,BRN,835,1992
1,Bhutan,BTN,760,1992
4,Botswana,BWA,571,1992
3,Central African Republic,CAF,482,1992
303,Canada,CAN,20,1992
29,Chile,CHL,155,1992
444,China,CHN,710,1992
NA,Cameroon,CMR,471,1992
14,"['congo-kinshasa', 'zaire', 'congo, democratic republic']",COD,490,1992
2,Congo,COG,484,1992
55,Colombia,COL,100,1992
NA,Cape Verde,CPV,402,1992
6,Costa Rica,CRI,94,1992
116,Czechoslovakia,CSK,315,1992
109,Cuba,CUB,40,1992
7,Cyprus,CYP,352,1992
508,Germany,DEU,255,1992
1,Djibouti,DJI,522,1992
30,Denmark,DNK,390,1992
42,Dominican Republic,DOM,42,1992
59,Algeria,DZA,615,1992
10,Ecuador,ECU,130,1992
73,Egypt,EGY,651,1992
3,Eritrea,ERI,531,1992
131,Spain,ESP,230,1992
33,Estonia,EST,366,1992
23,Ethiopia,ETH,530,1992
26,Finland,FIN,375,1992
1,Fiji,FJI,950,1992
446,France,FRA,220,1992
NA,Gabon,GAB,481,1992
563,Great Britain,GBR,200,1992
5,Ghana,GHA,452,1992
1,Guinea,GIN,438,1992
NA,Guinea-Bissau,GNB,404,1992
64,Greece,GRC,350,1992
1,Grenada,GRD,55,1992
20,Guatemala,GTM,90,1992
3,Guyana,GUY,110,1992
3,Honduras,HND,91,1992
200,Croatia,HRV,344,1992
188,Haiti,HTI,41,1992
44,Hungary,HUN,310,1992
24,Indonesia,IDN,850,1992
141,India,IND,750,1992
125,Ireland,IRL,205,1992
184,Iran,IRN,630,1992
473,Iraq,IRQ,645,1992
1,Iceland,ISL,395,1992
638,Israel,ISR,666,1992
209,Italy,ITA,325,1992
27,Jamaica,JAM,51,1992
55,Jordan,JOR,663,1992
730,Japan,JPN,740,1992
32,Kazakhstan,KAZ,705,1992
36,Kenya,KEN,501,1992
8,Kyrgyzstan,KGZ,703,1992
82,Cambodia,KHM,811,1992
94,South Korea,KOR,732,1992
72,Kuwait,KWT,690,1992
11,Laos,LAO,812,1992
152,Lebanon,LBN,660,1992
11,Liberia,LBR,450,1992
65,Libya,LBY,620,1992
1,St. Lucia,LCA,56,1992
5,Sri Lanka,LKA,780,1992
42,Lithuania,LTU,368,1992
5,Luxembourg,LUX,212,1992
25,Latvia,LVA,367,1992
13,Morocco,MAR,600,1992
19,Moldova,MDA,359,1992
2,Madagascar,MDG,580,1992
256,Mexico,MEX,70,1992
2,Marshall Islands,MHL,983,1992
1,Mali,MLI,432,1992
4,Malta,MLT,338,1992
28,Myanmar,MMR,775,1992
13,Mongolia,MNG,712,1992
15,Mozambique,MOZ,541,1992
NA,Mauritius,MUS,590,1992
10,Malawi,MWI,553,1992
10,Malaysia,MYS,820,1992
1,Namibia,NAM,565,1992
1,Niger,NER,436,1992
23,Nigeria,NGA,475,1992
40,Nicaragua,NIC,93,1992
36,Netherlands,NLD,210,1992
28,Norway,NOR,385,1992
4,Nepal,NPL,790,1992
27,New Zealand,NZL,920,1992
5,Oman,OMN,698,1992
46,Pakistan,PAK,770,1992
53,Panama,PAN,95,1992
107,Peru,PER,135,1992
68,Philippines,PHL,840,1992
93,Poland,POL,290,1992
71,North Korea,PRK,731,1992
19,Portugal,PRT,235,1992
5,Paraguay,PRY,150,1992
1,Palestine,PSE,NA,1992
1,Qatar,QAT,694,1992
37,Romania,ROU,360,1992
604,Russia,RUS,365,1992
4,Rwanda,RWA,517,1992
101,Saudi Arabia,SAU,670,1992
26,Sudan,SDN,625,1992
3,Senegal,SEN,433,1992
6,Singapore,SGP,830,1992
NA,Sierra Leone,SLE,451,1992
59,El Salvador,SLV,92,1992
2,San Marino,SMR,331,1992
235,Somalia,SOM,520,1992
1,Suriname,SUR,115,1992
33,Slovenia,SVN,349,1992
53,Sweden,SWE,380,1992
2,Swaziland,SWZ,572,1992
99,Syria,SYR,652,1992
2,Chad,TCD,483,1992
60,Thailand,THA,800,1992
12,Tajikistan,TJK,702,1992
8,Turkmenistan,TKM,701,1992
1,Trinidad and Tobago,TTO,52,1992
8,Tunisia,TUN,616,1992
88,Turkey,TUR,640,1992
3,Tanzania,TZA,510,1992
1,Uganda,UGA,500,1992
110,Ukraine,UKR,369,1992
5,Uruguay,URY,165,1992
3210,United States,USA,2,1992
38,Venezuela,VEN,101,1992
76,Vietnam,VNM,816,1992
1,Vanuatu,VUT,935,1992
2,Samoa,WSM,990,1992
4,Yemen,YEM,679,1992
854,Yugoslavia,YUG,345,1992
263,South Africa,ZAF,560,1992
4,Zambia,ZMB,551,1992
23,Zimbabwe,ZWE,552,1992
22,Afghanistan,AFG,700,1993
33,Angola,AGO,540,1993
15,Albania,ALB,339,1993
1,Andorra,AND,232,1993
5,United Arab Emirates,ARE,696,1993
53,Argentina,ARG,160,1993
30,Armenia,ARM,371,1993
45,Australia,AUS,900,1993
19,Austria,AUT,305,1993
41,Azerbaijan,AZE,373,1993
4,Burundi,BDI,516,1993
31,Belgium,BEL,211,1993
4,Benin,BEN,434,1993
9,Bangladesh,BGD,771,1993
16,Bulgaria,BGR,355,1993
3,Bahrain,BHR,692,1993
429,Bosnia and Herzegovina,BIH,346,1993
12,Belarus,BLR,370,1993
4,Belize,BLZ,80,1993
13,Bolivia,BOL,145,1993
105,Brazil,BRA,140,1993
2,Brunei,BRN,835,1993
5,Bhutan,BTN,760,1993
3,Botswana,BWA,571,1993
2,Central African Republic,CAF,482,1993
407,Canada,CAN,20,1993
28,Chile,CHL,155,1993
466,China,CHN,710,1993
2,Ivory Coast,CIV,437,1993
19,"['congo-kinshasa', 'zaire', 'congo, democratic republic']",COD,490,1993
79,Colombia,COL,100,1993
1,Cape Verde,CPV,402,1993
12,Costa Rica,CRI,94,1993
129,Cuba,CUB,40,1993
5,Cyprus,CYP,352,1993
56,Czech Republic,CZE,316,1993
407,Germany,DEU,255,1993
2,Djibouti,DJI,522,1993
32,Denmark,DNK,390,1993
14,Dominican Republic,DOM,42,1993
17,Algeria,DZA,615,1993
11,Ecuador,ECU,130,1993
201,Egypt,EGY,651,1993
8,Eritrea,ERI,531,1993
83,Spain,ESP,230,1993
13,Estonia,EST,366,1993
18,Ethiopia,ETH,530,1993
12,Finland,FIN,375,1993
1,Fiji,FJI,950,1993
387,France,FRA,220,1993
1,Micronesia,FSM,987,1993
2,Gabon,GAB,481,1993
477,Great Britain,GBR,200,1993
64,Georgia,GEO,372,1993
2,Ghana,GHA,452,1993
1,Guinea,GIN,438,1993
2,Gambia,GMB,420,1993
43,Greece,GRC,350,1993
2,Grenada,GRD,55,1993
36,Guatemala,GTM,90,1993
1,Guyana,GUY,110,1993
4,Honduras,HND,91,1993
187,Croatia,HRV,344,1993
319,Haiti,HTI,41,1993
53,Hungary,HUN,310,1993
23,Indonesia,IDN,850,1993
146,India,IND,750,1993
126,Ireland,IRL,205,1993
121,Iran,IRN,630,1993
306,Iraq,IRQ,645,1993
760,Israel,ISR,666,1993
222,Italy,ITA,325,1993
15,Jamaica,JAM,51,1993
62,Jordan,JOR,663,1993
680,Japan,JPN,740,1993
15,Kazakhstan,KAZ,705,1993
20,Kenya,KEN,501,1993
3,Kyrgyzstan,KGZ,703,1993
103,Cambodia,KHM,811,1993
77,South Korea,KOR,732,1993
61,Kuwait,KWT,690,1993
3,Laos,LAO,812,1993
100,Lebanon,LBN,660,1993
36,Libya,LBY,620,1993
NA,Liechtenstein,LIE,223,1993
19,Sri Lanka,LKA,780,1993
16,Lithuania,LTU,368,1993
7,Luxembourg,LUX,212,1993
14,Latvia,LVA,367,1993
15,Morocco,MAR,600,1993
4,Monaco,MCO,221,1993
3,Moldova,MDA,359,1993
NA,Maldives,MDV,781,1993
473,Mexico,MEX,70,1993
1,Marshall Islands,MHL,983,1993
21,Macedonia,MKD,343,1993
3,Mali,MLI,432,1993
2,Malta,MLT,338,1993
19,Myanmar,MMR,775,1993
2,Mongolia,MNG,712,1993
4,Mozambique,MOZ,541,1993
NA,Mauritius,MUS,590,1993
4,Malawi,MWI,553,1993
7,Malaysia,MYS,820,1993
3,Namibia,NAM,565,1993
2,Niger,NER,436,1993
55,Nigeria,NGA,475,1993
41,Nicaragua,NIC,93,1993
36,Netherlands,NLD,210,1993
37,Norway,NOR,385,1993
15,Nepal,NPL,790,1993
9,New Zealand,NZL,920,1993
2,Oman,OMN,698,1993
67,Pakistan,PAK,770,1993
4,Panama,PAN,95,1993
41,Peru,PER,135,1993
31,Philippines,PHL,840,1993
97,Poland,POL,290,1993
110,North Korea,PRK,731,1993
12,Portugal,PRT,235,1993
10,Paraguay,PRY,150,1993
4,Qatar,QAT,694,1993
31,Romania,ROU,360,1993
929,Russia,RUS,365,1993
5,Rwanda,RWA,517,1993
60,Saudi Arabia,SAU,670,1993
23,Sudan,SDN,625,1993
3,Senegal,SEN,433,1993
16,Singapore,SGP,830,1993
NA,Sierra Leone,SLE,451,1993
53,El Salvador,SLV,92,1993
1,San Marino,SMR,331,1993
332,Somalia,SOM,520,1993
22,Slovakia,SVK,317,1993
6,Slovenia,SVN,349,1993
21,Sweden,SWE,380,1993
1,Swaziland,SWZ,572,1993
72,Syria,SYR,652,1993
NA,Togo,TGO,461,1993
30,Thailand,THA,800,1993
12,Tajikistan,TJK,702,1993
1,Turkmenistan,TKM,701,1993
2,Trinidad and Tobago,TTO,52,1993
6,Tunisia,TUN,616,1993
75,Turkey,TUR,640,1993
3,Tanzania,TZA,510,1993
10,Uganda,UGA,500,1993
79,Ukraine,UKR,369,1993
11,Uruguay,URY,165,1993
3612,United States,USA,2,1993
22,Venezuela,VEN,101,1993
84,Vietnam,VNM,816,1993
1,Samoa,WSM,990,1993
7,Yemen,YEM,679,1993
203,South Africa,ZAF,560,1993
2,Zambia,ZMB,551,1993
6,Zimbabwe,ZWE,552,1993
13,Afghanistan,AFG,700,1994
11,Angola,AGO,540,1994
13,Albania,ALB,339,1994
2,United Arab Emirates,ARE,696,1994
76,Argentina,ARG,160,1994
16,Armenia,ARM,371,1994
32,Australia,AUS,900,1994
19,Austria,AUT,305,1994
14,Azerbaijan,AZE,373,1994
23,Burundi,BDI,516,1994
21,Belgium,BEL,211,1994
2,Benin,BEN,434,1994
3,Burkina Faso,BFA,439,1994
32,Bangladesh,BGD,771,1994
38,Bulgaria,BGR,355,1994
3,Bahrain,BHR,692,1994
686,Bosnia and Herzegovina,BIH,346,1994
17,Belarus,BLR,370,1994
3,Belize,BLZ,80,1994
9,Bolivia,BOL,145,1994
149,Brazil,BRA,140,1994
5,Barbados,BRB,53,1994
1,Brunei,BRN,835,1994
2,Botswana,BWA,571,1994
2,Central African Republic,CAF,482,1994
161,Canada,CAN,20,1994
15,Chile,CHL,155,1994
454,China,CHN,710,1994
9,Ivory Coast,CIV,437,1994
5,Cameroon,CMR,471,1994
83,"['congo-kinshasa', 'zaire', 'congo, democratic republic']",COD,490,1994
3,Congo,COG,484,1994
88,Colombia,COL,100,1994
NA,Cape Verde,CPV,402,1994
4,Costa Rica,CRI,94,1994
238,Cuba,CUB,40,1994
1,Cyprus,CYP,352,1994
35,Czech Republic,CZE,316,1994
374,Germany,DEU,255,1994
2,Djibouti,DJI,522,1994
2,Dominica,DMA,54,1994
14,Denmark,DNK,390,1994
35,Algeria,DZA,615,1994
2,Ecuador,ECU,130,1994
77,Egypt,EGY,651,1994
1,Eritrea,ERI,531,1994
74,Spain,ESP,230,1994
17,Estonia,EST,366,1994
16,Ethiopia,ETH,530,1994
22,Finland,FIN,375,1994
2,Fiji,FJI,950,1994
415,France,FRA,220,1994
2,Gabon,GAB,481,1994
1,United Kingdom,GBR,200,1994
72,Georgia,GEO,372,1994
11,Ghana,GHA,452,1994
11,Guinea,GIN,438,1994
5,Gambia,GMB,420,1994
56,Greece,GRC,350,1994
6,Grenada,GRD,55,1994
17,Guatemala,GTM,90,1994
3,Guyana,GUY,110,1994
6,Honduras,HND,91,1994
84,Croatia,HRV,344,1994
591,Haiti,HTI,41,1994
41,Hungary,HUN,310,1994
51,Indonesia,IDN,850,1994
127,India,IND,750,1994
183,Ireland,IRL,205,1994
69,Iran,IRN,630,1994
156,Iraq,IRQ,645,1994
5,Iceland,ISL,395,1994
637,Israel,ISR,666,1994
301,Italy,ITA,325,1994
15,Jamaica,JAM,51,1994
101,Jordan,JOR,663,1994
579,Japan,JPN,740,1994
13,Kazakhstan,KAZ,705,1994
17,Kenya,KEN,501,1994
2,Kyrgyzstan,KGZ,703,1994
15,Cambodia,KHM,811,1994
93,South Korea,KOR,732,1994
68,Kuwait,KWT,690,1994
3,Laos,LAO,812,1994
32,Lebanon,LBN,660,1994
12,Libya,LBY,620,1994
NA,Liechtenstein,LIE,223,1994
16,Sri Lanka,LKA,780,1994
2,Lesotho,LSO,570,1994
13,Lithuania,LTU,368,1994
1,Luxembourg,LUX,212,1994
19,Latvia,LVA,367,1994
13,Morocco,MAR,600,1994
4,Monaco,MCO,221,1994
3,Moldova,MDA,359,1994
1,Madagascar,MDG,580,1994
450,Mexico,MEX,70,1994
26,Macedonia,MKD,343,1994
1,Mali,MLI,432,1994
2,Malta,MLT,338,1994
38,Myanmar,MMR,775,1994
5,Mongolia,MNG,712,1994
14,Mozambique,MOZ,541,1994
2,Mauritania,MRT,435,1994
6,Malawi,MWI,553,1994
14,Malaysia,MYS,820,1994
1,Namibia,NAM,565,1994
2,Niger,NER,436,1994
39,Nigeria,NGA,475,1994
20,Nicaragua,NIC,93,1994
36,Netherlands,NLD,210,1994
50,Norway,NOR,385,1994
7,Nepal,NPL,790,1994
11,New Zealand,NZL,920,1994
4,Oman,OMN,698,1994
39,Pakistan,PAK,770,1994
36,Panama,PAN,95,1994
32,Peru,PER,135,1994
16,Philippines,PHL,840,1994
7,Papua New Guinea,PNG,910,1994
72,Poland,POL,290,1994
267,North Korea,PRK,731,1994
11,Portugal,PRT,235,1994
2,Paraguay,PRY,150,1994
4,Qatar,QAT,694,1994
25,Romania,ROU,360,1994
843,Russia,RUS,365,1994
313,Rwanda,RWA,517,1994
36,Saudi Arabia,SAU,670,1994
17,Sudan,SDN,625,1994
6,Senegal,SEN,433,1994
60,Singapore,SGP,830,1994
1,Solomon Islands,SLB,940,1994
27,El Salvador,SLV,92,1994
46,Somalia,SOM,520,1994
2,Suriname,SUR,115,1994
14,Slovakia,SVK,317,1994
2,Slovenia,SVN,349,1994
46,Sweden,SWE,380,1994
1,Swaziland,SWZ,572,1994
106,Syria,SYR,652,1994
1,Togo,TGO,461,1994
23,Thailand,THA,800,1994
1,Tajikistan,TJK,702,1994
3,Turkmenistan,TKM,701,1994
2,Trinidad and Tobago,TTO,52,1994
3,Tunisia,TUN,616,1994
46,Turkey,TUR,640,1994
14,Tanzania,TZA,510,1994
12,Uganda,UGA,500,1994
101,Ukraine,UKR,369,1994
4,Uruguay,URY,165,1994
2083,United States,USA,2,1994
2,Uzbekistan,UZB,704,1994
27,Venezuela,VEN,101,1994
102,Vietnam,VNM,816,1994
1,Vanuatu,VUT,935,1994
1,Samoa,WSM,990,1994
21,Yemen,YEM,679,1994
296,South Africa,ZAF,560,1994
4,Zambia,ZMB,551,1994
7,Zimbabwe,ZWE,552,1994
26,Afghanistan,AFG,700,1995
11,Angola,AGO,540,1995
12,Albania,ALB,339,1995
1,United Arab Emirates,ARE,696,1995
83,Argentina,ARG,160,1995
2,Armenia,ARM,371,1995
4,Barbuda,ATG,58,1995
61,Australia,AUS,900,1995
21,Austria,AUT,305,1995
6,Azerbaijan,AZE,373,1995
19,Burundi,BDI,516,1995
13,Belgium,BEL,211,1995
4,Burkina Faso,BFA,439,1995
6,Bangladesh,BGD,771,1995
9,Bulgaria,BGR,355,1995
NA,Bahamas,BHS,31,1995
980,Bosnia and Herzegovina,BIH,346,1995
8,Belarus,BLR,370,1995
2,Belize,BLZ,80,1995
14,Bolivia,BOL,145,1995
88,Brazil,BRA,140,1995
1,Barbados,BRB,53,1995
4,Brunei,BRN,835,1995
2,Bhutan,BTN,760,1995
185,Canada,CAN,20,1995
29,Chile,CHL,155,1995
527,China,CHN,710,1995
16,Ivory Coast,CIV,437,1995
2,Cameroon,CMR,471,1995
29,"['congo-kinshasa', 'zaire', 'congo, democratic republic']",COD,490,1995
5,Congo,COG,484,1995
97,Colombia,COL,100,1995
2,Comoros,COM,581,1995
8,Costa Rica,CRI,94,1995
161,Cuba,CUB,40,1995
8,Cyprus,CYP,352,1995
38,Czech Republic,CZE,316,1995
373,Germany,DEU,255,1995
1,Dominica,DMA,54,1995
21,Denmark,DNK,390,1995
81,Algeria,DZA,615,1995
22,Ecuador,ECU,130,1995
111,Egypt,EGY,651,1995
4,Eritrea,ERI,531,1995
88,Spain,ESP,230,1995
5,Estonia,EST,366,1995
17,Ethiopia,ETH,530,1995
13,Finland,FIN,375,1995
4,Fiji,FJI,950,1995
512,France,FRA,220,1995
3,Gabon,GAB,481,1995
59,United Kingdom,GBR,200,1995
64,Georgia,GEO,372,1995
7,Ghana,GHA,452,1995
4,Guinea,GIN,438,1995
NA,Guinea-Bissau,GNB,404,1995
41,Greece,GRC,350,1995
1,Grenada,GRD,55,1995
66,Guatemala,GTM,90,1995
1,Guyana,GUY,110,1995
13,Honduras,HND,91,1995
213,Croatia,HRV,344,1995
146,Haiti,HTI,41,1995
42,Hungary,HUN,310,1995
27,Indonesia,IDN,850,1995
150,India,IND,750,1995
174,Ireland,IRL,205,1995
127,Iran,IRN,630,1995
143,Iraq,IRQ,645,1995
608,Israel,ISR,666,1995
199,Italy,ITA,325,1995
19,Jamaica,JAM,51,1995
66,Jordan,JOR,663,1995
834,Japan,JPN,740,1995
10,Kazakhstan,KAZ,705,1995
22,Kenya,KEN,501,1995
1,Kyrgyzstan,KGZ,703,1995
26,Cambodia,KHM,811,1995
1,St. Kitts and Nevis,KNA,60,1995
108,South Korea,KOR,732,1995
12,Kuwait,KWT,690,1995
12,Laos,LAO,812,1995
31,Lebanon,LBN,660,1995
18,Liberia,LBR,450,1995
18,Libya,LBY,620,1995
1,St. Lucia,LCA,56,1995
35,Sri Lanka,LKA,780,1995
1,Lesotho,LSO,570,1995
4,Lithuania,LTU,368,1995
6,Luxembourg,LUX,212,1995
6,Latvia,LVA,367,1995
20,Morocco,MAR,600,1995
1,Monaco,MCO,221,1995
NA,Madagascar,MDG,580,1995
554,Mexico,MEX,70,1995
18,Macedonia,MKD,343,1995
3,Mali,MLI,432,1995
2,Malta,MLT,338,1995
38,Myanmar,MMR,775,1995
5,Mongolia,MNG,712,1995
3,Mozambique,MOZ,541,1995
NA,Mauritius,MUS,590,1995
2,Malawi,MWI,553,1995
15,Malaysia,MYS,820,1995
2,Namibia,NAM,565,1995
56,Nigeria,NGA,475,1995
15,Nicaragua,NIC,93,1995
56,Netherlands,NLD,210,1995
25,Norway,NOR,385,1995
9,Nepal,NPL,790,1995
31,New Zealand,NZL,920,1995
2,Oman,OMN,698,1995
72,Pakistan,PAK,770,1995
22,Panama,PAN,95,1995
53,Peru,PER,135,1995
68,Philippines,PHL,840,1995
2,Palau,PLW,986,1995
3,Papua New Guinea,PNG,910,1995
93,Poland,POL,290,1995
55,North Korea,PRK,731,1995
14,Portugal,PRT,235,1995
4,Paraguay,PRY,150,1995
3,Qatar,QAT,694,1995
21,Romania,ROU,360,1995
757,Russia,RUS,365,1995
65,Rwanda,RWA,517,1995
27,Saudi Arabia,SAU,670,1995
10,Sudan,SDN,625,1995
1,Senegal,SEN,433,1995
70,Singapore,SGP,830,1995
6,Sierra Leone,SLE,451,1995
14,El Salvador,SLV,92,1995
31,Somalia,SOM,520,1995
2,Suriname,SUR,115,1995
26,Slovakia,SVK,317,1995
24,Sweden,SWE,380,1995
1,Swaziland,SWZ,572,1995
53,Syria,SYR,652,1995
NA,Togo,TGO,461,1995
34,Thailand,THA,800,1995
1,Tajikistan,TJK,702,1995
5,Turkmenistan,TKM,701,1995
3,Trinidad and Tobago,TTO,52,1995
2,Tunisia,TUN,616,1995
89,Turkey,TUR,640,1995
9,Tanzania,TZA,510,1995
6,Uganda,UGA,500,1995
35,Ukraine,UKR,369,1995
7,Uruguay,URY,165,1995
2870,United States,USA,2,1995
8,Uzbekistan,UZB,704,1995
14,Venezuela,VEN,101,1995
107,Vietnam,VNM,816,1995
NA,Samoa,WSM,990,1995
3,Yemen,YEM,679,1995
138,South Africa,ZAF,560,1995
3,Zambia,ZMB,551,1995
11,Zimbabwe,ZWE,552,1995
59,Afghanistan,AFG,700,1996
10,Angola,AGO,540,1996
18,Albania,ALB,339,1996
1,Andorra,AND,232,1996
4,United Arab Emirates,ARE,696,1996
75,Argentina,ARG,160,1996
10,Armenia,ARM,371,1996
2,Barbuda,ATG,58,1996
72,Australia,AUS,900,1996
44,Austria,AUT,305,1996
4,Azerbaijan,AZE,373,1996
